datasheet_id|line|button|description|Unnamed: 4
2768|3||This models twin heavy bolter can be replaced with one of the following:1 multi-melta1 twin assault cannon1 twin lascannon1 twin psycannon|
2769|1||This models graviton pulsar can be replaced with one of the following;1 siege claw and 1 rad cleanser1 lightning lock1 conversion beam cannon1 volkite veuglaire|
2769|2||This models volkite veuglaire can be replaced with one of the following:1 siege claw and 1 rad cleanser1 graviton pulsar1 lightning lock1 conversion beam cannon|
2775|1||This models bolt rifle and close combat weapon can be replaced with 1 power weapon.|
2776|1||For every 5 models in this unit, 1 Assault Intercessor with Jump Packs heavy bolt pistol can be replaced with 1 plasma pistol. |
2776|2||The Assault Intercessor Sergeant with Jump Packs Astartes chainsword can be replaced with one of the following: 1 power weapon 1 power fist |
2776|3||The Assault Intercessor Sergeant with Jump Packs heavy bolt pistol can be replaced with one of the following: 1 hand flamer1 plasma pistol|
2779|1||One model equipped with a Deathwatch marksman bolt carbine can be equipped with one ofthe following:1 helix gauntlet1 Infiltrator comms array|
2779|2||One model can replace its bolt sniper rifle with 1 instigator bolt carbine.|
2779|3||Any number of models can each replace their bolt sniper rifle with 1 las fusil.|
2779|4||Any number of models can each replace their combat knife with 1 Deathwatch bolt carbine and 1 close combat weapon.|
2780|1||The Kill Team Sergeant can replace its Deathwatch bolt rifle with one of the following:1 Astartes chainsword1 hand flamer1 plasma pistol1 power weapon|
2780|2||The Kill Team Sergeant can replace its close combat weapon with one of the following:1 Astartes chainsword1 power fist1 power weapon1 thunder hammer|
2780|3||For every 5 models in this unit, 1 model equipped with a Deathwatch bolt rifle can be equipped with 1 Astartes grenade launcher.|
2780|4||One model equipped with a plasma incinerator can replace its bolt pistol with 1 plasma pistol.|
2780|5||1 model can replace its superfrag rocket launcher with 1 vengor launcher.|
2780|6||Any number of models can each replace their superfrag rocket launcher with 1 superkrak rocket launcher.|
2781|1||For every 5 models in this unit, 1 model can replace its Deathwatch heavy bolt rifle with 1 Deathwatch heavy bolter.|
2781|2||1 model can replace its melta rifle with 1 multi-melta.|
2781|3||Any number of models can each have their flamestorm gauntlets replaced with 1 auto boltstorm gauntlets and 1 fragstorm grenade launcher.|
2783|1||For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with one of the following:1 boltgun, 1 Astartes shield and 1 close combat weapon1 power weapon and 1 Astartes shield|
2783|2||For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch thunder hammer.|
2783|3||For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 stalker-pattern boltgun and 1 close combat weapon.|
2783|4||For every 5 models in this unit, up to 2 models can each have their boltgun and power weapon replaced with 1 Deathwatch shotgun and 1 close combat weapon.|
2783|5||For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 frag cannon and 1 close combat weapon.|
2783|6||For every 5 models in this unit, 1 model can have its boltgun and power weapon replaced with 1 infernus heavy bolter and 1 close combat weapon.|
2783|7||1 models boltgun and power weapon can be replaced with 1 Black Shield blades.|
2783|8||The Watch Sergeants power weapon can be replaced with 1 xenophase blade.|
2783|9||The Watch Sergeants boltgun can be replaced with 1 combi-weapon.|
2786|1||This model can be equipped with one of the following:1 ironhail heavy stubber1 multi-melta|
2786|2||This models 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
2786|3||This model can be equipped with one of the following:1 bellicatus missile array1 ironhail skytalon array1 orbital comms array1 shield dome|
2787|1||This models 2 storm bolters can be replaced with 2 fragstorm grenade launchers.|
2787|2||This model can be equipped with one of the following:1 ironhail heavy stubber1 multi-melta|
2787|3||This model can be equipped with 1 Icarus rocket pod.|
2788|1||This model can be equipped with one of the following:1 ironhail heavy stubber1 multi-melta|
2788|2||This model can be equipped with 1 Icarus rocket pod.|
2789|1||This model can be equipped with one of the following:1 ironhail heavy stubber1 multi-melta|
2789|2||This model can be equipped with 1 Icarus rocket pod.|
2790|1||This models macro plasma incinerator can be replaced with 1 heavy laser destroyer.|
2790|2||This model can be equipped with one of the following:1 ironhail heavy stubber1 multi-melta|
2790|3||This model can be equipped with 1 Icarus rocket pod.|
2791|1||This models twin heavy bolter can be replaced with 1 twin lascannon.|
2791|2||This models heavy onslaught gatling cannon can be replaced with 1 las-talon.|
2791|3||This model can be equipped with 1 multi-melta.|
2793|1||This models combi-weapon can be replaced with 1 heavy bolt pistol.|
2793|2||This models master-crafted power weapon can be replaced with 1 Astartes chainsword.|
2794|1|||
2796|1||This models plasma pistol can be replaced with one combi-weapon.|
2798|1||Any number of Sword Brothers can each have their Astartes chainsword replaced with 1 master-crafted power weapon.|
2798|2||For every 5 models in this unit, 1 Sword Brothers Astartes chainsword can be replaced with 1 thunder hammer.|
2798|3||For every 5 models in this unit, 1 Sword Brothers heavy bolt pistol can be replaced with 1 plasma pistol.|
2798|4||For every 5 models in this unit, up to 2 Sword Brothers can each have their heavy bolt pistol replaced with 1 pyre pistol.|
2798|5||For every 5 models in this unit, 1 Sword Brothers heavy bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.|
2799|1||The Sword Brothers heavy bolt pistol can be replaced with 1 pyre pistol.|
2799|2||Any number of Neophytes can each have their bolt pistol and Astartes chainsword replaced with 1 Neophyte firearm and 1 close combat weapon.|
2799|3||Any number of Initiates can each have their bolt rifle replaced with 1 heavy bolt pistol and 1 Astartes chainsword.|
2799|4||For every 10 models in this unit, up to 2 Initiates can each have their bolt rifle replaced with one of the following:1 heavy bolt pistol and 1 power fist1 pyreblaster|
2801|1||This models assault cannon can be replaced with one of the following:1 helfrost cannon1 multi-melta|
2801|2||This models storm bolter can be replaced with 1 heavy flamer.|
2801|3||This models assault cannon, storm bolter and Dreadnought combat weapon can be replaced with one of the following:1 Fenrisian greataxe, 1 blizzard shield and 1 storm bolter1 Fenrisian greataxe, 1 blizzard shield and 1 heavy flamer|
2802|1||This models bolt pistol and Astartes chainsword can be replaced with 1 twin lightning claws.|
2802|2||This models bolt pistol and Astartes chainsword can be replaced with two different weapons from the following list:*1 bolt pistol1 combi-weapon1 plasma pistol1 storm bolter1 Astartes chainsword1 power fist1 power weapon1 thunder hammer1 storm shield|
2802|3|*| * This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol).|
2803|1||This models storm bolter and power weapon can be replaced with 1 twin lightning claws.|
2803|2||This models storm bolter and power weapon can be replaced with two different options from the following list:*1 assault cannon1 heavy flamer1 cyclone missile launcher and 1 storm bolter1 storm bolter1 chainfist1 power fist1 thunder hammer1 storm shield|
2803|3||This models storm bolter can be replaced with 1 combi-weapon. |
2803|4|*|* This model can only be equipped with two ranged weapons if one of them is a cyclone missile launcher and the other is either a storm bolter or a combi-weapon.|
2804|1||This models bolt pistol and boltgun can be replaced with 1 twin lightning claws. |
2804|2||This models bolt pistol and boltgun can be replaced with two different weapons from the following list:*1 bolt pistol1 boltgun1 combi-weapon1 plasma pistol1 storm bolter1 Astartes chainsword1 power fist1 power weapon1 thunder hammer1 storm shield|
2804|3|*|*  This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol).|
2805|1|||
2806|1|||
2807|1||This model can be equipped with up to three of the following (but cannot be equipped with duplicates of the same weapon):1 Castellum air defence missiles1 multi-melta1 twin assault cannon1 twin heavy bolter1 twin heavy flamer1 twin lascannon|
2807|2||This model can be equipped with up to two of the following (but cannot be equipped with duplicates of the same weapon):1 Castellum air defence missiles1 Castellum battle cannon1 Castellum Icarus quad lascannon1 multi-melta1 twin heavy bolter1 twin assault cannon1 twin heavy flamer1 twin lascannon1 Whirlwind castellan launcherComms antenna|
2808|1||This model can be equipped with one of the following:1 comms antenna1 Icarus lascannon1 quad-gun|
2809|1|||
2810|1|||
2811|1||This units quad-gun can be replaced with 1 Icarus lascannon.|
3582|1||The Khorne Berzerker Champions bolt pistol can be replaced with 1 plasma pistol.|
3582|2||For every 5 models in this unit, 1 Khorne Berzerkers bolt pistol can be replaced with 1 plasma pistol.|
3582|3||For every 5 models in this unit, 1 Khorne Berzerkers chainblade can be replaced with 1 Khornate eviscerator.|
3582|4||1 model can be equipped with 1 icon of Khorne.|
3583|1||The Aspiring Sorcerers inferno bolt pistol can be replaced with 1 warpflame pistol.|
3583|2||1 Rubric Marines inferno boltgun can be replaced with 1 soulreaper cannon.|
3583|3||Any number of Rubric Marines can each have their inferno boltgun replaced with 1 warpflamer.|
3583|4||1 Rubric Marine can be equipped with 1 icon of flame.|
3584|1||The Plague Champions boltgun can be replaced with one of the following:1 bolt pistol1 plasma gun1 plasma pistol|
3584|2||The Plague Champions plague knives can be replaced with one of the following:1 bubotic weapons1 power fist|
3584|3||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with 1 blight launcher.|
3584|4||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with 1 plague spewer.|
3584|5||For every 5 models in this unit, 1 Plague Marines boltgun can be replaced with one of the following:1 meltagun1 plague belcher1 plasma gun|
3584|6||For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 bubotic weapons.|
3584|7||For every 5 models in this unit, up to 2 Plague Marines can each have their boltgun replaced with 1 heavy plague weapon.|
3584|8||One Plague Marine equipped with a boltgun can be equipped with 1 icon of despair. This models boltgun cannot be replaced.|
3585|1||This models Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
3585|2||This models Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
3586|1|||
3587|1||This models impaler harpoon and slaughter blade can be replaced with 1 twin slaughter blade.|
3588|1||This models Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
3588|2||This models Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
3589|1|||
3590|1|||
3591|1||This models Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
3591|2||This models Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
3592|1||This models bolt pistol can be replaced with one of the following:1 plasma pistol1 combi-bolter1 combi-weapon1 accursed weapon1 power fist|
