datasheet_id|line|ability_id|model|name|description|type|parameter|Unnamed: 8
1150|2|8433.0||||Faction||
1150|3|||Prey on the Weak|Each time this model makes an attack that targets an enemy unit that is Battle-shocked, add 1 to the Wound roll.|Datasheet||
1150|4|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the following keywords for it to gain: KHORNE TZEENTCH NURGLE SLAANESH|Special ( )||
1151|1|8339.0||||Core|D3|
1151|2|8343.0||||Core||
1151|3|8433.0||||Faction||
1151|4|||Scuttling Walker|"Each time this model makes a Normal or Advance move, it can move over friendly Monster and Vehicle models and terrain features that are 4"" or less in height as if they were not there."|Datasheet||
1151|5|||DAEMONIC ALLEGIANCE|When you select this model to include in your army, you must select one of the keywords below. Until the end of the battle, this model has that keyword and the additional wargear stated for that keyword below:KHORNE  This model is additionally equipped with: torrent of burning bloodTZEENTCH  This model is additionally equipped with: warp gazeNURGLE  This model is additionally equipped with: phlegm bombardmentSLAANESH  This model is additionally equipped with: scream of despair|Fortification ( )||
1153|1|8339.0||||Core|D6|
1153|2|8350.0||||Faction||
1153|3|||Atomantic Arc-reactor|Each time this unit shoots its Cerberus neutron pulse array in your Shooting phase, provided it Remained Stationary this turn, that weapon has the [LETHAL HITS] ability.|Datasheet||
1154|1|8344.0||||Core|"6"""|
1154|2|8350.0||||Faction||
1154|3|||Storm Shield|The bearer has a 4+ invulnerable save.|Wargear||
1154|4|||Vanguard Assault|Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
1154|5|||ATTACHED UNITS|If a Character unit from your army with the Leader ability can be attached to an Assault Intercessor Squad, it can also be attached to this unit.|Special ( )||
1156|1|8339.0||||Core|D3|
1156|2|8344.0||||Core|"8"""|
1156|3|8350.0||||Faction||
1156|4|||Combat Support|"Once per turn, in your opponents Shooting phase, when a friendly Adeptus Astartes Phobos Infantry unit within 6"" of this model is selected as the target of an attack, one model from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, that model can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit [and only if it is an eligible target)."|Datasheet||
1157|1|8350.0||||Faction||
1157|2|||Objective Secured|If you control an objective marker at the end of your Command phase and this unit is within range of that objective marker, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
1157|3|||Target Elimination|Each time this unit is selected to shoot, it can use this ability. If it does, until the end of the phase, add 2 to the Attacks characteristic of bolt rifles equipped by models in this unit and you can only select one enemy unit as the target of all of this units attacks.|Datasheet||
1158|1|8350.0||||Faction||
1158|2|||Outrider Escort|"Once per turn, in your opponents Shooting phase, when another friendly ADEPTUS ASTARTES MOUNTED unit within 6"" of this model is selected as the target of an attack, one model from your army with this ability can use it. If it does, after that enemy unit has finished making its attacks, that model can shoot as if it were your Shooting phase, but when resolving those attacks it can only target that enemy unit (and only if it is an eligible target)."|Datasheet||
1159|1|8344.0||||Core|"6"""|
1159|2|8350.0||||Faction||
1159|3|||Multi-spectrum Array|In your Shooting phase, after this unit has shot, select one enemy unit that was hit by one or more attacks made by this unit this phase. Until the end of the phase, each time a friendly ADEPTUS ASTARTES unit makes an attack that targets that enemy unit, add 1 to the Hit roll.|Datasheet||
1159|4|||Haywire Mine|"Once per battle, at the start of any phase, you can select one enemy unit within 3"" of the bearer and roll one D6: on a 2+, that enemy unit suffers D3 mortal wounds, or 2D3 mortal wounds instead if it is a Vehicle unit."|Wargear||
1160|1|8345.0||||Core||
1160|2|8344.0||||Core|"6"""|
1160|3|8350.0||||Faction||
1160|4|||Guerrilla Tactics|"At the end of your opponents turn, if this unit is more than 6"" away from all enemy models, you can remove this unit from the battlefield and place it into Strategic Reserves."|Datasheet||
1161|1|8339.0||||Core|D3|
1161|2|8350.0||||Faction||
1161|3|||Specialised Weapon System|Each time this model makes an attack that targets the enemy unit you selected for the Oath of Moment ability that attack has the [IGNORES COVER] ability and can ignore the penalty to their Hit rolls when making attacks with Indirect Fire weapons against targets that are not visible to them.|Datasheet||
1161|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1162|1|8345.0||||Core||
1162|2|8346.0||||Core||
1162|3|8344.0||||Core|"6"""|
1162|4|8337.0||||Core||
1162|5|8350.0||||Faction||
1162|6|||Voice of Experience|While this model is leading a unit, improve the Objective Control characteristic of models in that unit by 1 and each time a model in that unit makes an attack, add 1 to the Hit roll.|Datasheet||
1162|7|||Guiding Hand|While this model is leading a unit, each time that unit is selected to shoot or fight, select one of the following abilities to apply to weapons equipped by models in that unit until the end of the phase: [LETHAL HITS] [PRECISION] [SUSTAINED HITS 1]|Datasheet||
1163|1|8339.0||||Core|D3|
1163|2|8350.0||||Faction||
1163|3|||Overwhelming Short-range Firepower|Each time this model makes an attack that targets the closest eligible enemy unit, re-roll a Hit roll of 1 and re-roll a Wound roll or 1.|Datasheet||
1163|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1164|1|8350.0||||Faction||
1164|2|||Tremor Shells|In your Shooting phase, after this unit has shot, if an enemy INFANTRY unit was hit by one or more attacks made by this units thunderfire cannon this phase, until the end of your opponents next turn, that enemy unit is shaken. While a unit is shaken, subtract 2 from that units Move characteristic, and subtract 2 from Advance and Charge rolls made for that unit.|Datasheet||
1164|3|||Crewed Artillery|If one model in this unit is destroyed, the remaining model in this unit is also destroyed.|Datasheet||
1165|1|8346.0||||Core||
1165|2|8350.0||||Faction||
1165|3|||Astartes Banner|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
1165|4|||Deeds of Heroism|Once per battle, when this model is selected to fight, it can use this ability. If it does, until the end of the phase, add 1 to the Attacks characteristic of melee weapons equipped by models in this models unit.|Datasheet||
1166|1|8350.0||||Faction||
1166|2|||Storm Shield|The bearer has a 4+ invulnerable save.|Wargear||
1166|3|||Vanguard Assault|Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability.|Datasheet||
1166|4|||COMMAND SQUAD BODYGUARD|If a Character model from your army with the Leader ability can be attached to a Bike Squad (Outrider Squad), it can be attached to this unit instead.|Special ( )||
1167|1|8346.0||||Core||
1167|2|8350.0||||Faction||
1167|3|||Honour or Death|While this model is leading a unit, add 1 to Advance and Charge rolls made for that unit and you can target that unit with the Heroic Intervention Stratagem for 0CP, even if you have already used that Stratagem on a different unit this phase.|Datasheet||
1167|4|||Martial Superiority|Each time this model makes a melee attack that targets a CHARACTER unit, you can re-roll the Hit roll and you can re-roll the Wound roll.|Datasheet||
1168|1|8339.0||||Core|1|
1168|2|8343.0||||Core||
1168|3|8350.0||||Faction||
1168|4|||Isolate and Destroy|"Each time this model makes an attack that targets an enemy unit, if there are no other units from your opponents army within 6"" of that target, add 1 to the Wound roll."|Datasheet||
1169|1|8339.0||||Core|1|
1169|2|8343.0||||Core||
1169|3|8350.0||||Faction||
1169|4|||Strafing Enfilade|Each time this model ends a Normal move, you can select one enemy unit (excluding MONSTER and VEHICLE units) that it moved over during that move, then roll six D6: for each 4+, that enemy unit suffers 1 mortal wound.|Datasheet||
1172|1|8346.0||||Core||
1172|2|8350.0||||Faction||
1172|3|||Rites of Battle|Once per battleround, one unit from your army with this ability can use it when its unit is targeted with a Stratagem. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
1172|4|||Refuse to Yield|Each time an attack is allocated to this model, halve the Damage characteristic of that attack.|Datasheet||
1174|1|8346.0||||Core||
1174|2|8350.0||||Faction||
1174|3|||Litany of Hate|While this model is leading a unit, each time a model in that unit makes a melee attack, add 1 to the Wound roll.|Datasheet||
1174|4|||Spiritual Leader|"Once per battle, at the start of any phase, you can select one friendly ADEPTUS ASTARTES unit that is Battle-shocked and within 12"" of this model. That unit is no longer Battle-shocked."|Datasheet||
1175|1|8339.0||||Core|D6|
1175|2|8350.0||||Faction||
1175|3|||Line-breaker|When making ranged attacks, this model can target enemy units within Engagement Range of it with Blast weapons (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units.|Datasheet||
1175|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1177|1|8350.0||||Faction||
1177|2|||Unyielding in the Face of the Foe|While this unit is within range of an objective marker you control, each time an attack with a Damage characteristic of 1 is allocated to a model in this unit, add 1 to any armour saving throw made against that attack.|Datasheet||
1178|1|8339.0||||Core|D3|
1178|2|8350.0||||Faction||
1178|3|||Annihilator|Each time this model makes a ranged attack that targets a MONSTER or VEHICLE unit, re-roll a Damage roll of 1.|Datasheet||
1178|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1179|1|8339.0||||Core| 2D6|
1179|2|8342.0||||Core||
1179|3|8350.0||||Faction||
1179|4|||Aerial Assault|Each time a unit with the Deep Strike ability disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
1182|1|8346.0||||Core||
1182|2|8350.0||||Faction||
1182|3|||Astartes Banner|While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.|Datasheet||
1182|4|||Unbreakable Duty|"While this model is within range of an objective marker and/or within 6"" of the centre of the battlefield, this model has the Feel No Pain 4+ ability"|Datasheet||
1183|1|8343.0||||Core||
1183|2|8350.0||||Faction||
1183|3|||Teleport Homer|"At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponents deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3"" of that token and not within 9"" of any enemy models. That token is then removed."|Datasheet||
1183|4|||Fury of the First|Each time a model in this unit makes an attack that targets your Oath of Moment target, add 1 to the Hit roll.|Datasheet||
1184|1|8339.0||||Core|D6|
1184|2|8350.0||||Faction||
1184|3|||Assault Ramp|Each time a unit disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn.|Datasheet||
1184|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
1185|1|8339.0||||Core|D3|
1185|2|8350.0||||Faction||
1185|3|||Armoured Spearhead|Each time this model makes an attack that targets an enemy unit, re-roll a Hit roll of 1 and, if that unit is within range of an objective marker you do not control, you can re-roll the Hit roll instead.|Datasheet||
