faction_id|name|id|type|cp_cost|legend|turn|phase|detachment|detachment_id|description|Unnamed: 11
QT|RUNES OF DISDAIN|10309004|Lords of Dread  Epic Deed Stratagem|2.0|Inscribed into the Knight suits servo-skeleton, these markings channel the pilots contempt for the foe and manifest it as a sorcerous aura of defence.|Either players turn|Shooting or Fight phase|Lords of Dread|1076.0|WHEN: Your opponents Shooting phase or the Fight phase, just after an enemy unit has selected its targets.TARGET: One Chaos Knights Character unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the end of the phase, each time an attack is allocated to a model in your unit, subtract 1 from the Damage characteristic of that attack.|
QT|TITANIC DUEL|10309005|Lords of Dread  Epic Deed Stratagem|1.0|The Chaos Knights engage in duels not for honour, but to assert their absolute dominance over the battlefield.|Either players turn|Shooting or Fight phase|Lords of Dread|1076.0|WHEN: Your Shooting phase or the Fight phase.TARGET: One Chaos Knights Character unit from your army that has not been selected to shoot or fight this phase.EFFECT: Select one enemy MONSTER or VEHICLE unit. Until the end of the phase, each time a model in your unit makes an attack that targets that enemy unit, re-roll a Hit roll of 1 and re-roll a Wound roll of 1. Each time a model in your unit makes an attack that targets that enemy unit, if that enemy unit is TITANIC, you can re-roll the Hit roll and you can re-roll the Wound roll instead.|
QT|TROPHY HUNTER|10309006|Lords of Dread  Epic Deed Stratagem|1.0|To these Fallen Nobles, each new foe chased down is another opportunity to claim gory trophies.|Either players turn|Fight phase|Lords of Dread|1076.0|"WHEN: Fight phase, just before a Chaos Knights Character unit from your army consolidates.TARGET: That CHAOS KNIGHTS CHARACTER unit.EFFECT: Until the end of the phase, each time your unit Consolidates, models in it can move an additional 3"" as long as your unit can end that move within Engagement Range of one or more enemy units."|
QT|CRUSHED LIKE VERMIN|10309007|Lords of Dread  Epic Deed Stratagem|1.0|Screaming enemy warriors are crushed to gory paste as the Chaos Knight tramples spitefully through their midst, stamping and raking these unworthy foes with its huge, taloned feet.|Your turn|Movement phase|Lords of Dread|1076.0|WHEN: Your Movement phase, just after a Chaos Knights Character unit from your army ends a Normal move.TARGET: That CHAOS KNIGHTS CHARACTER unit.EFFECT: Select one enemy unit (excluding MONSTERS and VEHICLES) that your unit moved over during that move and roll six D6: for each 4+, that enemy unit suffers 1 mortal wound. If one or more models are destroyed as a result of this Stratagem, that enemy unit must take a Battle-shock test.|
QT|SPITEFUL DEMISE|10309003|Lords of Dread  Epic Deed Stratagem|1.0|Determined that tales will be told of their spectacular end, the Fallen Noble overloads the internal generators of their Knight suit, hoping to take their enemy with them into oblivion.|Either players turn|Any phase|Lords of Dread|1076.0|WHEN: Any phase, just after a Chaos Knights Character unit from your army is destroyed.TARGET: That CHAOS KNIGHTS CHARACTER unit. You can use this Stratagem on that unit even though it was just destroyed.EFFECT: When rolling to determine whether mortal wounds are inflicted by your units Deadly Demise ability, that models Deadly Demise ability inflicts mortal wounds on a D6 roll of a 4+ instead of on a 6.|
QT|CONQUERORS WITHOUT MERCY|8517003|Traitoris Lance  Battle Tactic Stratagem|1.0|Chaos Knights leave only death and devastation in their wake, and reduce entire worlds to ruin.|Either players turn|Fight phase|Traitoris Lance|806.0|"WHEN: Fight phase.TARGET: One Chaos Knights model from your army that made a Charge move this turn and has not been selected to fight this phase.EFFECT: Until the end of the phase, improve the Armour Penetration characteristic of melee weapons equipped by your model by 1. After your model has finished making its attacks this phase, if it destroyed one or more enemy units this phase, each enemy unit within 6"" of your model must take a Battle-shock test."|
QT|IMPERIOUS ADVANCE|8517006|Traitoris Lance  Epic Deed Stratagem|1.0|Employing piloting skill or brute force, Fallen Nobles can either manoeuvre or simply barge their steeds through foes and obstacles alike.|Your turn|Movement or Charge phase|Traitoris Lance|806.0|WHEN: Your Movement phase or your Charge phase.TARGET: Up to two War Dog units from your army or one Titanic Chaos Knights unit from your army.EFFECT: Until the end of the phase, each time a model in one of your units makes a Normal, Advance, Fall Back or Charge move, it can move through models and terrain features. When doing so, it can move within Engagement Range of such models but, unless it made a Charge move, cannot end that move within Engagement Range of them, and any Desperate Escape test is automatically passed (the Super-heavy Walker ability does not apply while using this Stratagem).|
QT|DISDAIN FOR THE WEAK|8517004|Traitoris Lance  Strategic Ploy Stratagem|1.0|Fallen Nobles sneer at the pathetic efforts of their foes, doubly so in the case of those who fear them.|Either players turn|Fight phase|Traitoris Lance|806.0|WHEN: Fight phase, just after an enemy unit has selected its targets.TARGET: One Chaos Knights unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the end of the phase, models in your unit have the Feel No Pain 6+ ability, and the Feel No Pain 5+ ability against attacks made by Battle-shocked models.|
QT|A LONG LEASH|8517005|Traitoris Lance  Strategic Ploy Stratagem|1.0|The neural connections between Fallen Nobles and doggedly loyal or fearful War Dog pilots can extend over remarkable distances.|Your turn|Command phase|Traitoris Lance|806.0|WHEN: Your Command phase.TARGET: One Abhorrent unit from your army and up to two friendly War Dog units.EFFECT: Until the start of your next Command phase, those WAR DOG units are treated as being within range of any Aura abilities your ABHORRENT unit has.|
QT|STORM OF DARKNESS|8517007|Traitoris Lance  Strategic Ploy Stratagem|1.0|Through dark rituals and dread pacts, the Chaos Knights draw upon the fear and despair of their foes and bind it into a curse upon the land itself, wreathing themselves in a shrouding pall.|Opponents turn|Shooting phase|Traitoris Lance|806.0|WHEN: Your opponents Shooting phase, just after an enemy unit has selected its targets.TARGET: One Chaos Knights unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the end of the phase, models in your unit have the Stealth ability, and each time an attack targets your unit, models in it have the Benefit of Cover against that attack.|
QT|PTERRORSHADES|8517002|Traitoris Lance  Wargear Stratagem|1.0|Shrieking with hunger, Pterrorshades descend in a whirlwind to feast on the fearful souls of the foe. Their banquet transmutes into vital energy that flows into the Chaos Knight on which they roost.|Either players turn|Any phase|Traitoris Lance|806.0|"WHEN: Any phase, just after an enemy unit fails a Battle-shock test.TARGET: One Chaos Knights unit from your army that is within 12"" of that enemy unit.EFFECT: Roll six D6: for each 4+, that enemy unit suffers 1 mortal wound and one model in your unit regains up to 1 lost wound.RESTRICTIONS: You can only use this Stratagem once per battle round."|
SM|LEGENDARY FORTITUDE|8495007|1st Company Task Force  Battle Tactic Stratagem|1.0|Many are the legendary tales of the 1st Company holding their ground against the odds, weathering assaults that would have swept away lesser warriors.|Opponents turn|Charge phase|1st Company Task Force|798.0|WHEN: Your opponents Charge phase, just after an enemy unit ends a Charge move.TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army within Engagement Range of that enemy unit.EFFECT: Until the end of the turn, each time an attack is allocated to a model in your unit, subtract 1 from the Damage characteristic of that attack.|
SM|HEROES OF THE CHAPTER|8495003|1st Company Task Force  Battle Tactic Stratagem|1.0|When the fighting is at its fiercest, the veteran warriors of the Chapter truly show their quality.|Either players turn|Shooting or Fight phase|1st Company Task Force|798.0|WHEN: Your Shooting phase or the Fight phase.TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army that has not been selected to shoot or fight this phase.EFFECT: Until the end of the phase, each time a model in your unit makes an attack, add 1 to the Hit roll. If your unit is Below Half-strength, add 1 to the Wound roll as well.|
SM|ARMOUR OF CONTEMPT|8495002|1st Company Task Force  Battle Tactic Stratagem|1.0|The belligerence of the Adeptus Astartes combined with their post-human physiology makes them unyielding foes to face.|Either players turn|Shooting or Fight phase|1st Company Task Force|798.0|WHEN: Your opponents Shooting phase or the Fight phase, just after an enemy unit has selected its targets.TARGET: One ADEPTUS ASTARTES unit from your army that was selected as the target of one or more of the attacking units attacks.EFFECT: Until the attacking unit has finished making its attacks, each time an attack targets your unit, worsen the Armour Penetration characteristic of that attack by 1.|
SM|DUTY AND HONOUR|8495005|1st Company Task Force  Strategic Ploy Stratagem|1.0|Adeptus Astartes veterans claim critical objectives in daring strikes, annihilating resistance in their Chapters name before sweeping onto their next target.|Your turn|Shooting phase|1st Company Task Force|798.0|WHEN: Your Movement phase.TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army within range of an objective marker you control.EFFECT: That objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|
SM|ORBITAL TELEPORTARIUM|8495006|1st Company Task Force  Strategic Ploy Stratagem|1.0|Teleportarium chambers within orbiting strike cruisers are able to perform site-to-strike teleportations for Terminator-armoured battle-brothers in extremis.|Opponents turn|Fight phase|1st Company Task Force|798.0|WHEN: End of your opponents Fight phase.TARGET: One ADEPTUS ASTARTES TERMINATOR unit from your army.EFFECT: Remove your unit from the battlefield and place it into Strategic Reserves. It will arrive back on the battlefield in the Reinforcements step of your next Movement phase using the Deep Strike ability.RESTRICTIONS: You cannot select a unit that is within Engagement Range of one or more enemy units.|
SM|TERRIFYING PROFICIENCY|8495004|1st Company Task Force  Strategic Ploy Stratagem|1.0|The 1st Company's veterans unleash their skills with an efficiency that is harrowing to witness.|Your turn|Fight phase|1st Company Task Force|798.0|"WHEN: Your Fight phase.TARGET: One ADEPTUS ASTARTES TERMINATOR, BLADEGUARD VETERAN SQUAD, STERNGUARD VETERAN SQUAD or VANGUARD VETERAN SQUAD unit from your army that made a Charge move this turn and destroyed one or more enemy units this phase.EFFECT: In your opponents next Command phase, each enemy unit within 6"" of your unit must take a Battle-shock test. If the unit taking that test is Below Half-strength, subtract 1 from that test. Enemy units affected by this Stratagem do not need to take any other Battle-shock tests in the same phase."|
